name,address,city,country,site_link,source_url
La Cabane à Sucre Au Pied De Cochon (PdC),"11382 Rang de la Fresnière, Mirabel, QC J7N 2R9, Canada",Montréal,Canada,https://www.aupieddecochon.ca,https://thebestrestaurantsguide.com/restaurants/la-cabane-a-sucre-au-pied-de-cochon
La Cabane d’à Côté,"3595 Montée Robillard, Mirabel, QC J7N 2S3, Canada",Montréal,Canada,https://www.aupieddecochon.ca/fc/nos-restaurants/cabane-da-cote,https://thebestrestaurantsguide.com/restaurants/la-cabane-da-cote
La Cabrera,"José A. Cabrera 5127, C1414BGQ CABA, Argentina",Buenos Aires,Argentina,https://www.lacabrera.com.ar,https://thebestrestaurantsguide.com/restaurants/la-cabrera
La Cache à Vín,"215 Wharf St, Spring Hill QLD 4000, Australia",Brisbane,Australia,https://lacacheavin.com.au,https://thebestrestaurantsguide.com/restaurants/la-cache-a-vin
La Cachette,"20 Rue Notre Dame de Soyons, 26000 Valence, France",Valence,France,https://www.lacachette-valence.fr,https://thebestrestaurantsguide.com/restaurants/la-cachette
La Cachette,"Steampacket Place, Shop 10, 6/8 Eastern Beach Rd, Geelong VIC 3220, Australia",Geelong,Australia,https://cachette.com.au,https://thebestrestaurantsguide.com/restaurants/la-cachette-geelong
La Cagouille,"10 place Constantin-Brancusi, 75014 Paris, France",Paris,France,https://www.la-cagouille.com,https://thebestrestaurantsguide.com/restaurants/la-cagouille
La Calma by Fredes,"Av. Nueva Costanera 3832, local 2, Vitacura, Región Metropolitana, Chile",Santiago,Chile,https://lacalma.squarespace.com,https://thebestrestaurantsguide.com/restaurants/la-calma-by-fredes
La Camaronera,"1952 W Flagler St, Miami, FL 33135, USA",Miami,United States,https://lacamaronera.com,https://thebestrestaurantsguide.com/restaurants/la-camaronera
La Capinera,"Via Nazionale, 177, 98039 Taormina ME, Italy",Taormina,Italy,https://www.pietrodagostino.it/la-capinera,https://thebestrestaurantsguide.com/restaurants/la-capinera-italy
La Caravella dal 1959,"Via Matteo Camera, 12, 84011 Amalfi SA, Italy",Amalfi,Italy,http://www.ristorantelacaravella.it,https://thebestrestaurantsguide.com/restaurants/la-caravella-dal-1959
La Carbonara,"Campo de' Fiori, 23, 00186 Roma RM, Italy",Rome,Italy,https://lacarbonara.aromidev.com,https://thebestrestaurantsguide.com/restaurants/la-carbonara
La Casa Bistró,"4 Transversal, Caracas 1060, Distrito Capital, Venezuela",Caracas,Venezuela,https://www.google.com/maps/place/4%20Transversal%2C%20Caracas%201060%2C%20Distrito%20Capital%2C%20Venezuela,https://thebestrestaurantsguide.com/restaurants/la-casa-bistro
La Casa de Manolo Franco,"C. la Fuente, 6, 28210 Valdemorillo, Madrid, Spain",Madrid,Spain,https://www.lacasademanolofranco.com,https://thebestrestaurantsguide.com/restaurants/la-casa-de-manolo-franco
La Casa Nostra,"22 Soi Sathon 1, Thung Maha Mek, Sathon, Bangkok 10120, Thailand",Bangkok,Thailand,https://www.lacasanostra-bangkok.com,https://thebestrestaurantsguide.com/restaurants/la-casa-nostra
La Casa Sena,"125 E Palace Ave, Santa Fe, NM 87501",Santa Fe,United States,https://lacasasena.com,https://thebestrestaurantsguide.com/restaurants/la-casa-sena
La Cascina Dei Sapori,"Via Evaristo Almici, 1, 25086 Rezzato BS, Italy",Rezzato,Italy,https://www.lacascinadeisapori.it,https://thebestrestaurantsguide.com/restaurants/la-cascina-dei-sapori
La Case Pitey,"105 Rue du Docteur Schweitzer, Réunion",Saint-Louis,Réunion Island,http://lacasepitey.e-monsite.com,https://thebestrestaurantsguide.com/restaurants/la-case-pitey
La Casita Bakeshop,"580 W Arapaho Rd Suite 230, Richardson, TX 75080",Dallas,United States,https://www.lacasitabakeshop.com,https://thebestrestaurantsguide.com/restaurants/la-casita-bakeshop
La Casita Blanca ,"Villa Palmeras  351 Calle Tapia, San Juan, Puerto Rico",San Juan,Puerto Rico,https://www.google.com/maps/place/Villa%20Palmeras%20%20351%20Calle%20Tapia%2C%20San%20Juan%2C%20Puerto%20Rico,https://thebestrestaurantsguide.com/restaurants/la-casita-blanca
La Cave à Vin at Estérel Resort,"39 Chem. Fridolin-Simard, Estérel, QC J0T 1E0, Canada",Estérel,Canada,https://www.esterel.com/cave-a-vin-esterel-resort,https://thebestrestaurantsguide.com/restaurants/la-cave-a-vin-at-esterel-resort
La Chabotterie,"Logis de La Chabotterie, Montréverd, 85260, France",Montréverd,France,https://lachabotterie.com,https://thebestrestaurantsguide.com/restaurants/la-chabotterie
La Chapelle - Château Saint-Jean,"Avenue Henri de la Tourfondue, 03100 Montluçon, France",Montluçon,France,https://www.chateau-saint-jean.com/restaurants-bar/restaurant-la-chapelle,https://thebestrestaurantsguide.com/restaurants/la-chapelle
La Chapelle Saint-Martin,"Saint-Martin-du-Fault, 87510, France",Limoges,France,https://www.chapellesaintmartin.com,https://thebestrestaurantsguide.com/restaurants/la-chapelle-saint-martin
La Chassagnette,"Sambuc Road, Le Sambuc, 13200, France",Le Sambuc,France,https://www.chassagnette.fr,https://thebestrestaurantsguide.com/restaurants/la-chassagnette
La Chaumière,"346 Avenue du Maréchal Juin, 39100 Dole, France",Dole,France,https://www.lachaumiere-dole.fr,https://thebestrestaurantsguide.com/restaurants/la-chaumiere
La Chaumière by Serge Labrosse,"Chemin de la Fondelle 16, 1256 Troinex, Switzerland",Troinex,Switzerland,http://restaurant-la-chaumiere.ch,https://thebestrestaurantsguide.com/restaurants/la-chaumiere-by-serge-labrosse
LA CHAVALLERA in der Krone - Säumerei am Inn,"Via Cumünela 2, La Punt-Chamues-ch, 7522, Switzerland",La Punt-Chamues-ch,Switzerland,https://krone-lapunt.ch,https://thebestrestaurantsguide.com/restaurants/la-chavallera-in-der-krone
La Cheneaudière - Le Feuillage,"3 Rue du Vieux Moulin, 67420 Colroy-la-Roche, France",Colroy-la-Roche,France,https://www.cheneaudiere.com,https://thebestrestaurantsguide.com/restaurants/la-cheneaudiere-le-feuillage
La Chèvre d'Or,"Rue du Barri, 06360 Èze, France",Èze,France,http://www.chevredor.com,https://thebestrestaurantsguide.com/restaurants/la-chevre-dor
La Chine,"Level 6(Entry from Level 5), Eiffel Tower, The Parisian Macao, Estrada do Istmo, Lote 3, Cotai Strip, Macao",Macau,Macau,https://www.parisianmacao.com/macau-restaurants/la-chine.html,https://thebestrestaurantsguide.com/restaurants/la-chine
La Chronique,"104 Avenue Laurier O, Montréal, QC H2T 2N7, Canada",Montréal,Canada,http://www.lachronique.qc.ca,https://thebestrestaurantsguide.com/restaurants/la-chronique
La Ciambella,"Via dell'Arco della Ciambella, 20, 00186 Roma RM, Italy",Rome,Italy,https://www.la-ciambella.it,https://thebestrestaurantsguide.com/restaurants/la-ciambella
La Ciau del Tornavento,"Piazza Leopoldo Baracco, 7, 12050 Treiso CN, Italy",Treiso,Italy,http://www.laciaudeltornavento.it,https://thebestrestaurantsguide.com/restaurants/la-ciau-del-tornavento
La Cime,"3-2-15 1F Kawaramachi, Chuo-ku, Osaka 5410048, Japan",Osaka,Japan,http://www.la-cime.com,https://thebestrestaurantsguide.com/restaurants/la-cime
La Clásica,"Av. Masferrer Nte. 3, San Salvador, El Salvador",San Salvador,El Salvador,https://www.pizzerialaclasica.com,https://thebestrestaurantsguide.com/restaurants/la-clasica
La Closerie,"V79Q+3FX, La Marsa, Tunisia",Tunis,Tunisia,http://lacloserie.tn,https://thebestrestaurantsguide.com/restaurants/la-closerie-tunis
La Cocina de Humo,"González Ortega 514, Zona Feb 10 2015, Centro, 68000 Oaxaca de Juárez, Oax., Mexico",Oaxaca,Mexico,https://lacocinadehumo.com.mx,https://thebestrestaurantsguide.com/restaurants/la-cocina-de-humo
La Coldana,"Cascina Coldana, via del Costino, Lodi, 26900, Italy",Lodi,Italy,https://www.ristorantelacoldana.it,https://thebestrestaurantsguide.com/restaurants/la-coldana
La Colline,"Ulitsa Rechnaya, 1, Radishchevo, Moskovskaya oblast', Russia, 141532",Moscow,Russia,http://www.la-colline.ru,https://thebestrestaurantsguide.com/restaurants/la-colline
La Colombe,"Silvermist Wine Estate, Main Road, Constantia Nek, Cape Town, 7806, South Africa",Cape Town,South Africa,https://www.lacolombe.co.za,https://thebestrestaurantsguide.com/restaurants/la-colombe
Ristorante La Colonna,"SP 408 Km.14,7 Loc. Pianella  53019 Castelnuovo Berardenga Italy",Castelnuovo Berardenga,Italy,https://www.fontanellestate.com/en/restaurants/hotel-le-fontanelle-la-colonna-en,https://thebestrestaurantsguide.com/restaurants/la-colonna
La Condesa,"13 Rue Rodier, 75009 Paris, France",Paris,France,http://lacondesa-paris.com,https://thebestrestaurantsguide.com/restaurants/la-condesa
La Condesa,"400 W 2nd St A, Austin, TX 78701",Austin,United States,https://lacondesa.com,https://thebestrestaurantsguide.com/restaurants/la-condesa-austin
La Connessa,"1695 Mariposa St, San Francisco, CA 94107, USA",San Francisco,United States,https://www.laconnessa.com,https://thebestrestaurantsguide.com/restaurants/la-connessa
La Coopérative - Domaine Riberach,"2 Route de Caladroy, 66720 Belesta, France",Belesta,France,https://www.riberach.com/en/hotel-belesta,https://thebestrestaurantsguide.com/restaurants/la-cooperative-domaine-riberach
La Corte,"Borgata Cerequio, 18, 12064 La Morra CN, Italy",La Morra,Italy,https://www.palascerequio.com/en/restaurant,https://thebestrestaurantsguide.com/restaurants/la-corte
La Costa,"Bulevar de el Ejido, 48, 04700 El Ejido, Almería, Spain",El Ejido,Spain,http://www.restaurantelacosta.com,https://thebestrestaurantsguide.com/restaurants/la-costa
La Côte d'Or,"2 Avenue Bernard Loiseau, Saulieu, 21210, France",Saulieu,France,http://www.bernard-loiseau.com,https://thebestrestaurantsguide.com/restaurants/la-cote-dor-relais-bernard-loiseau
La Côte Saint-Jacques,"14 Fbg de Paris, 89300 Joigny, France",Joigny,France,http://www.cotesaintjacques.com,https://thebestrestaurantsguide.com/restaurants/la-cote-saint-jacques
La Cour de Rémi,"1 Rue Baillet, 62130 Bermicourt, France",Bermicourt,France,https://lacourderemi.com,https://thebestrestaurantsguide.com/restaurants/la-cour-de-remi
La Cour des Lions,"Rue Ibrahim El Mazini Es Saadi Marrakech Resort، Marrakech 40000, Morocco",Marrakech,Morocco,https://www.essaadi.com/restaurants-marrakech/tables-palace/cour-lions,https://thebestrestaurantsguide.com/restaurants/la-cour-des-lions
La Courtille,"208 Chem. des Cravailleux, 30126 Tavel, France",Tavel,France,https://www.google.com/maps/place/208%20Chem.%20des%20Cravailleux%2C%2030126%20Tavel%2C%20France,https://thebestrestaurantsguide.com/restaurants/la-courtille
La Credenza,"Via Cavour, 22, 10077 San Maurizio Canavese TO, Italy",San Maurizio Canavese,Italy,http://www.ristorantelacredenza.it,https://thebestrestaurantsguide.com/restaurants/la-credenza
La Cristallerie,"18 Place d'Armes, 1136 Luxembourg",Luxembourg City,Luxembourg,https://hotel-leplacedarmes.com/fr/restaurants/cristallerie,https://thebestrestaurantsguide.com/restaurants/la-cristallerie
La Croix d'Or,"Place du Château 1, Ballaigues, 1338, Switzerland",Ballaigues,Switzerland,http://lacroixdor.ch,https://thebestrestaurantsguide.com/restaurants/la-croix-dor
La Cru,"Via Cortivi, 11, Romagnano, 37023 Verona VR, Italy",Romagnano,Italy,https://www.ristorantelacru.it,https://thebestrestaurantsguide.com/restaurants/la-cru
La Cuccagna,"Corso Umberto I, 168, 74012 Crispiano, TA, Italia",Crispiano,Italy,https://www.lacuccagnagirodivite.com,https://thebestrestaurantsguide.com/restaurants/la-cuccagna
La Cuchara,"3600 Clipper Mill Rd, Baltimore, MD 21211",Baltimore,United States,https://www.lacucharabaltimore.com,https://thebestrestaurantsguide.com/restaurants/la-cuchara
La Cuchara de San Lorenzo,"Calle del, C. Arroyo de San Lorenzo, 2, 14002 Córdoba, Spain",Córdoba,Spain,https://www.lacucharadesanlorenzo.es,https://thebestrestaurantsguide.com/restaurants/la-cuchara-de-san-lorenzo
La Cuisine Rademacher,"Dellbrücker Hauptstraße 176, Cologne, 51069, Germany",Cologne,Germany,https://la-cuisine-koeln.de,https://thebestrestaurantsguide.com/restaurants/la-cuisine-rademacher
La Curiosidad de Mauro Barreiro,"C. Veedor, 10, 11003 Cádiz, Spain",Cádiz,Spain,https://curiosidaddemauro.es,https://thebestrestaurantsguide.com/restaurants/la-curiosidad-de-mauro-barreiro
La Cuverie,"1 Rue des Communes, 21700 Vosne-Romanée, France",Vosne-Romanée,France,https://lacuveriedevosne.fr,https://thebestrestaurantsguide.com/restaurants/la-cuverie
La Dame de Pic Dubai,"Za'abeel 1 Za'abeel The Link, 25 floor - Dubai - United Arab Emirates",Dubai,United Arab Emirates,https://www.thelinkdubai.com/ladamedepic,https://thebestrestaurantsguide.com/restaurants/la-dame-de-pic-dubai
La Dame de Pic,"20 Rue du Louvre, 75001 Paris, France",Paris,France,https://www.anne-sophie-pic.com/paris/#damedepic  ,https://thebestrestaurantsguide.com/restaurants/la-dame-de-pic-paris
La Degustation Bohême Bourgeoise,"Haštalská 18, 110 00 Staré Město, Czechia",Prague,Czech Republic,http://www.ladegustation.cz,https://thebestrestaurantsguide.com/restaurants/la-degustation-boheme-bourgeoise
La Diabla Pozole y Mezcal,"2233 Larimer St, Denver, CO 80205",Denver,United States,https://la-diabla-pozole-y-mezcal.hey-restaurants.com,https://thebestrestaurantsguide.com/restaurants/la-diabla-pozole-y-mezcal
La Disfida,"109 Ramsay St, Haberfield NSW 2045, Australia",Sydney,Australia,https://ladisfida.com.au,https://thebestrestaurantsguide.com/restaurants/la-disfida
La Dispensa,"Rue des Bercles 3, 2000 Neuchâtel, Switzerland",Neuchâtel,Switzerland,https://la-dispensa.ch,https://thebestrestaurantsguide.com/restaurants/la-dispensa
La Docena,"Av. Homero 135, Chapultepec Morales, Polanco V Secc, Miguel Hidalgo, 11560 Ciudad de México, CDMX, Mexico",Mexico City,Mexico,https://ladocena.com.mx,https://thebestrestaurantsguide.com/restaurants/la-docena
La Era de los Nogales,"C. Baja Sardas, 2, 22613 Sabiñánigo, Huesca, Spain",Sardas,Spain,https://www.laeradelosnogales.com,https://thebestrestaurantsguide.com/restaurants/la-era-de-los-nogales
La Factoría (Bar),"148 Calle San Sebastián, San Juan, 00901, Puerto Rico",San Juan,Puerto Rico,https://www.google.com/maps/place/148%20Calle%20San%20Sebasti%C3%A1n%2C%20San%20Juan%2C%2000901%2C%20Puerto%20Rico,https://thebestrestaurantsguide.com/restaurants/la-factoria
La Faena,"PR-834, Bayamón, 00971, Puerto Rico",San Juan,Puerto Rico,https://www.agrococina.com/en/lafaena,https://thebestrestaurantsguide.com/restaurants/la-faena
La Famiglia Ristorante,"8 S Front St, Philadelphia, PA 19106",Philadelphia,United States,https://lafamiglia.com,https://thebestrestaurantsguide.com/restaurants/la-famiglia-ristorante
La Favellina,"Via Cosari 4/6, località San Tomio, Malo, 36034, Italy",Malo,Italy,https://www.lafavellina.it,https://thebestrestaurantsguide.com/restaurants/la-favellina
La Fenice,"Via Dalmazia, 73, 51100 Pistoia PT, Italy",Pistoia,Italy,https://www.lafenicepizzeria.it,https://thebestrestaurantsguide.com/restaurants/la-fenice
La Fenouillière,"3100 Chemin Saint-Louis, Québec, QC G1W 1R8, Canada",Québec City,Canada,https://fenouilliere.com,https://thebestrestaurantsguide.com/restaurants/la-fenouilliere
La Fermata,"Strada Bolla 2, Spinetta Marengo, 15122, Italy",Alessandria,Italy,http://www.ristorantelafermata.it,https://thebestrestaurantsguide.com/restaurants/la-fermata
La Ferme de la Ruchotte,"La Ruchotte, 21360 Bligny-sur-Ouche, France",Bligny-sur-Ouche,France,https://www.lafermedelaruchotte.com,https://thebestrestaurantsguide.com/restaurants/la-ferme-de-la-ruchotte
La Ferme de l'Hospital,"272 Rue de la Mollard, 74160 Bossey, France",Bossey,France,https://www.ferme-hospital.fr,https://thebestrestaurantsguide.com/restaurants/la-ferme-de-lhospital
La Ferme du Pré,"Bois de Boulogne 75016 Paris, France",Paris,France,https://leprecatelan.paris/bistrot-la-ferme-du-pre,https://thebestrestaurantsguide.com/restaurants/la-ferme-du-pre
La Fina Restaurant,"27 Main St, Andover, MA 01810",Andover,United States,https://www.lafinarestaurant.com,https://thebestrestaurantsguide.com/restaurants/la-fina-restaurant
La Finca,"Partida de Perleta 1-7, Elche, 03295, Spain",Elx,Spain,http://www.lafinca.es,https://thebestrestaurantsguide.com/restaurants/la-finca
La Fleur de Sel by Carlo Crisci,"Rue du Temple 10, 1304 Cossonay, Switzerland",Cossonay,Switzerland,https://www.lafleurdesel.ch,https://thebestrestaurantsguide.com/restaurants/la-fleur-de-sel-by-carlo-crisci
La Flibuste-Martin's,"Avenue Jean-Marchand, Marina Baie des Anges, Villeneuve-Loubet, 06270, France",Villeneuve-Loubet,France,https://www.restaurantlaflibuste.fr/laflibuste,https://thebestrestaurantsguide.com/restaurants/la-flibuste-martins
La Fonda Xesc,"Plaça del Roser, 1, 17531 Gombrèn, Girona, Spain",Gombrèn,Spain,http://www.fondaxesc.com,https://thebestrestaurantsguide.com/restaurants/la-fonda-xesc
La Foresta Restaurant,"163 CT-81, Killingworth, CT 06419",Killingworth,United States,https://www.laforestarestaurant.com,https://thebestrestaurantsguide.com/restaurants/la-foresta-restaurant
La Forêt,"21747 Bertram Rd, San Jose, CA 95120",San Jose,United States,https://www.laforetrestaurant.com,https://thebestrestaurantsguide.com/restaurants/la-foret-san-jose
La Forge Bistro Bar & Grill,"3041 Chem. de la Chapelle 1st floor, Mont-Tremblant, QC J8E 1B1, Canada",Mont-Tremblant,Canada,http://www.laforgetremblant.com,https://thebestrestaurantsguide.com/restaurants/la-forge-bistro-bar-and-grill
La Fourchette des Ducs,"6 Rue de la Gare, 67210 Obernai, France",Obernai,France,http://www.lafourchettedesducs.com,https://thebestrestaurantsguide.com/restaurants/la-fourchette-des-ducs
LaFrida Restaurant,"Predio Paraíso Escondido S/N Inside Pueblo Bonito Sunset Beach, Paraiso Escondido, 23450 Cabo San Lucas, B.C.S., Mexico",Cabo San Lucas,Mexico,https://www.pueblobonito.com/mexico-all-inclusive-resorts,https://thebestrestaurantsguide.com/restaurants/la-frida-restaurant
La Gaia,"Paseo Juan Carlos I 17, Eivissa, 07800, Spain",Ibiza,Spain,http://www.lagaiaibiza.com,https://thebestrestaurantsguide.com/restaurants/la-gaia
La Galinette,"23 Rue Jean Payra, 66000 Perpignan, France",Perpignan,France,http://www.restaurant-galinette.com,https://thebestrestaurantsguide.com/restaurants/la-galinette
La Gloire,"2-17-7 Akasaka, Minato-ku, Tokyo, 107-0052, Japan",Tokyo,Japan,https://la-gloire.jp,https://thebestrestaurantsguide.com/restaurants/la-gloire
La Grande Brasserie by Hélène Darroze,"Rue Abou Abbas El Sebti، Marrakech 40000, Morocco",Marrakech,Morocco,https://www.royalmansour.com/en/marrakech/dining/la-grande-brasserie,https://thebestrestaurantsguide.com/restaurants/la-grande-brasserie-by-helene-darroze
La Grande Cascade,"Bois de Boulogne, 75016 Paris, France",Paris,France,http://www.restaurantsparisiens.com/la-grande-cascade,https://thebestrestaurantsguide.com/restaurants/la-grande-cascade
La Grande Table Marocaine,"Rue Abou Abbas El Sebti، Marrakech 40000, Morocco",Marrakech,Morocco,https://www.royalmansour.com/en/marrakech/dining/la-grande-table-marocaine,https://thebestrestaurantsguide.com/restaurants/la-grande-table-marocaine
